a_index	a_enable	a_name	a_name	a_name	a_name
1257	1	Chaos Ball (Yellow)	Chaos Ball (Yellow)	Chaos Ball (Yellow)	Chaos Ball (Yellow)
1258	1	Chaos Ball (Green)	Chaos Ball (Green)	Chaos Ball (Green)	Chaos Ball (Green)
1259	1	Holy Hawk Staff	Holy Hawk Staff	Holy Hawk Staff	Holy Hawk Staff
1260	1	Holy Coolrain Staff	Holy Coolrain Staff	Holy Coolrain Staff	Holy Coolrain Staff
1261	1	Holy Shiver Staff	Holy Shiver Staff	Holy Shiver Staff	Holy Shiver Staff
1262	1	Dark Contract	Dark Contract	Dark Contract	Dark Contract
1264	1	Bamboo Sword	Bamboo Sword	Bamboo Sword	Bamboo Sword
1265	1	Kendo Uniform Helmet	Kendo Uniform Helmet	Kendo Uniform Helmet	Kendo Uniform Helmet
1266	1	Kendo Uniform Top	Kendo Uniform Top	Kendo Uniform Top	Kendo Uniform Top
1267	1	Kendo Uniform Pants	Kendo Uniform Pants	Kendo Uniform Pants	Kendo Uniform Pants
1268	1	Samurai Helmet	Samurai Helmet	Samurai Helmet	Samurai Helmet
1269	1	Samurai Armor	Samurai Armor	Samurai Armor	Samurai Armor
1270	1	Samurai Pants	Samurai Pants	Samurai Pants	Samurai Pants
1271	1	Samurai Boots	Samurai Boots	Samurai Boots	Samurai Boots
1272	1	Judo Uniform Top	Judo Uniform Top	Judo Uniform Top	Judo Uniform Top
1273	1	Judo Uniform Pants	Judo Uniform Pants	Judo Uniform Pants	Judo Uniform Pants
1274	1	Judo Uniform Top(B)	Judo Uniform Top(B)	Judo Uniform Top(B)	Judo Uniform Top(B)
1275	1	Judo Uniform Pants(B)	Judo Uniform Pants(B)	Judo Uniform Pants(B)	Judo Uniform Pants(B)
1276	1	Bruce Lee shirt	Bruce Lee shirt	Bruce Lee shirt	Bruce Lee shirt
1277	1	Bruce Lee pants	Bruce Lee pants	Bruce Lee pants	Bruce Lee pants
1278	1	Cat Hairband	Cat Hairband	Cat Hairband	Cat Hairband
1279	1	Rabbit Hairband	Rabbit Hairband	Rabbit Hairband	Rabbit Hairband
1280	1	GlitteAnel Hammer	GlitteAnel Hammer	GlitteAnel Hammer	GlitteAnel Hammer
1281	1	Doctor Gown	Doctor Gown	Doctor Gown	Doctor Gown
1282	1	Doctor Pants	Doctor Pants	Doctor Pants	Doctor Pants
1283	1	Nurse Cap	Nurse Cap	Nurse Cap	Nurse Cap
1284	1	Nurse Uniform Top	Nurse Uniform Top	Nurse Uniform Top	Nurse Uniform Top
1285	1	Nurse Uniform Skirt	Nurse Uniform Skirt	Nurse Uniform Skirt	Nurse Uniform Skirt
1286	1	USA Cloak	USA Cloak	USA Cloak	USA Cloak
1287	1	USA Wing	USA Wing	USA Wing	USA Wing
1288	1	USA Shield	USA Shield	USA Shield	USA Shield
1289	1	Taekwondo Uniform Top	Taekwondo Uniform Top	Taekwondo Uniform Top	Taekwondo Uniform Top
1290	1	Taekwondo Uniform Pants	Taekwondo Uniform Pants	Taekwondo Uniform Pants	Taekwondo Uniform Pants
1291	0	Passion Shoes	Passion Shoes	Passion Shoes	Passion Shoes
1292	0	Mana Amplifier	Mana Amplifier	Mana Amplifier	Mana Amplifier
1293	0	Mana Amplifier	Mana Amplifier	Mana Amplifier	Mana Amplifier
1294	0	Stamina Amplifier	Stamina Amplifier	Stamina Amplifier	Stamina Amplifier
1295	1	Cape of Chana Dragon	Cape of Chana Dragon	Cape of Chana Dragon	Cape of Chana Dragon
1296	1	Cape of White Dragon	Cape of White Dragon	Cape of White Dragon	Cape of White Dragon
1297	1	Wing of China Dragon	Wing of China Dragon	Wing of China Dragon	Wing of China Dragon
1298	1	Wing of White Dragon	Wing of White Dragon	Wing of White Dragon	Wing of White Dragon
1299	1	Chipao Shirt (Male)	Chipao Shirt (Male)	Chipao Shirt (Male)	Chipao Shirt (Male)
1300	1	Chipao Pants (Male)	Chipao Pants (Male)	Chipao Pants (Male)	Chipao Pants (Male)
1301	1	kungfu Shirts (Male)	kungfu Shirts (Male)	kungfu Shirts (Male)	kungfu Shirts (Male)
1302	1	Kungfu Pants (Male)	Kungfu Pants (Male)	Kungfu Pants (Male)	Kungfu Pants (Male)
1303	1	China Dress Top (Female)	China Dress Top (Female)	China Dress Top (Female)	China Dress Top (Female)
1304	1	China Dress Skirt (Female)	China Dress Skirt (Female)	China Dress Skirt (Female)	China Dress Skirt (Female)
1305	1	kungfu Shirts (Female)	kungfu Shirts (Female)	kungfu Shirts (Female)	kungfu Shirts (Female)
1306	1	Kungfu Pants (Female)	Kungfu Pants (Female)	Kungfu Pants (Female)	Kungfu Pants (Female)
1307	1	Lime (Event)	Lime (Event)	Lime (Event)	Lime (Event)
1308	1	Free Gift Ticket	Free Gift Ticket	Free Gift Ticket	Free Gift Ticket
1309	1	Middle Healing Pack	Middle Healing Pack	Middle Healing Pack	Middle Healing Pack
1310	1	Middle Magic Pack	Middle Magic Pack	Middle Magic Pack	Middle Magic Pack
1311	1	Middle Electric Pack	Middle Electric Pack	Middle Electric Pack	Middle Electric Pack
1312	1	Middle Stamina Pack	Middle Stamina Pack	Middle Stamina Pack	Middle Stamina Pack
1313	1	Espada de Excalibur	Espada de Excalibur	Espada de Excalibur	Espada de Excalibur
1314	1	Machado de Gaia	Machado de Gaia	Machado de Gaia	Machado de Gaia
1315	1	Cajado Elfico	Cajado Elfico	Cajado Elfico	Cajado Elfico
1316	1	Massive	Massive	Massive	Massive
1317	1	Anel Infernal	Anel Infernal	Anel Infernal	Anel Infernal
1318	1	Espada Mistica	Espada Mistica	Espada Mistica	Espada Mistica
1319	1	Machado Celestial	Machado Celestial	Machado Celestial	Machado Celestial
1320	1	Cajado Divino	Cajado Divino	Cajado Divino	Cajado Divino
1321	1	Dragon Rifle	Dragon Rifle	Dragon Rifle	Dragon Rifle
1322	1	Jin - Grand Dual sword	Jin - Grand Dual sword	Jin - Grand Dual sword	Jin - Grand Dual sword
1323	1	Laminas Sanguinarias	Laminas Sanguinarias	Laminas Sanguinarias	Laminas Sanguinarias
1324	1	Jin - Riverse Hammer	Jin - Riverse Hammer	Jin - Riverse Hammer	Jin - Riverse Hammer
1325	1	Jin - Spike Hammer	Jin - Spike Hammer	Jin - Spike Hammer	Jin - Spike Hammer
1326	1	Anel da Divinidade	Anel da Divinidade	Anel da Divinidade	Anel da Divinidade
1327	1	Graiton(Small)	Graiton(Small)	Graiton(Small)	Graiton(Small)
1328	1	Graiton(Middle)	Graiton(Middle)	Graiton(Middle)	Graiton(Middle)
1329	1	Graiton(Large)	Graiton(Large)	Graiton(Large)	Graiton(Large)
1330	1	Bracelet of Yarn	Bracelet of Yarn	Bracelet of Yarn	Bracelet of Yarn
1331	1	Death Flower	Death Flower	Death Flower	Death Flower
1332	1	Cactus flower	Cactus flower	Cactus flower	Cactus flower
1333	1	Hyacinth flower	Hyacinth flower	Hyacinth flower	Hyacinth flower
1334	1	Dandelion Flower	Dandelion Flower	Dandelion Flower	Dandelion Flower
1335	1	Spore Flower	Spore Flower	Spore Flower	Spore Flower
1336	1	Gold Bullion	Gold Bullion	Gold Bullion	Gold Bullion
1337	1	Silver Bullion	Silver Bullion	Silver Bullion	Silver Bullion
1338	1	Bronze Bullion	Bronze Bullion	Bronze Bullion	Bronze Bullion
1339	1	Electric Gun	Electric Gun	Electric Gun	Electric Gun
1340	0	Phudtharaksa Flower	Phudtharaksa Flower	Phudtharaksa Flower	Phudtharaksa Flower
1341	1	Antler	Antler	Antler	Antler
1342	1	Black Santa Custume	Black Santa Custume	Black Santa Custume	Black Santa Custume
1343	1	Black Santa Pants	Black Santa Pants	Black Santa Pants	Black Santa Pants
1344	1	Black Santa Cap	Black Santa Cap	Black Santa Cap	Black Santa Cap
1345	1	Green Santa Custume	Green Santa Custume	Green Santa Custume	Green Santa Custume
1346	1	Green Santa Pants	Green Santa Pants	Green Santa Pants	Green Santa Pants
1347	1	Green Santa Cap	Green Santa Cap	Green Santa Cap	Green Santa Cap
1348	1	Shop Certificate (Low)	Shop Certificate (Low)	Shop Certificate (Low)	Shop Certificate (Low)
1349	1	Shop Certificate (Middle)	Shop Certificate (Middle)	Shop Certificate (Middle)	Shop Certificate (Middle)
1350	1	Shop Certificate (High)	Shop Certificate (High)	Shop Certificate (High)	Shop Certificate (High)
1351	1	Merchant Certificate (Low)	Merchant Certificate (Low)	Merchant Certificate (Low)	Merchant Certificate (Low)
1352	1	Merchant Certificate (Middle)	Merchant Certificate (Middle)	Merchant Certificate (Middle)	Merchant Certificate (Middle)
1353	1	Merchant Certificate (High)	Merchant Certificate (High)	Merchant Certificate (High)	Merchant Certificate (High)
1354	1	Christmas Cake	Christmas Cake	Christmas Cake	Christmas Cake
1355	1	Turkey	Turkey	Turkey	Turkey
1356	1	Yarns Medal	Yarns Medal	Yarns Medal	Yarns Medal
1357	1	Yarns Primary Medal	Yarns Primary Medal	Yarns Primary Medal	Yarns Primary Medal
1358	1	Primary Bracelet of Yarn	Primary Bracelet of Yarn	Primary Bracelet of Yarn	Primary Bracelet of Yarn
1359	1	Quest Scroll	Quest Scroll	Quest Scroll	Quest Scroll
1360	1	EP Box	EP Box	EP Box	EP Box
1361	1	Phone	Phone	Phone	Phone
1362	1	Refining Scroll of Fire	Refining Scroll of Fire	Refining Scroll of Fire	Refining Scroll of Fire
1363	1	Refining Scroll of Water	Refining Scroll of Water	Refining Scroll of Water	Refining Scroll of Water
1364	1	Refining Scroll of Light	Refining Scroll of Light	Refining Scroll of Light	Refining Scroll of Light
1365	1	Refining Scroll of Earth	Refining Scroll of Earth	Refining Scroll of Earth	Refining Scroll of Earth
1366	1	Refining Scroll of Wind	Refining Scroll of Wind	Refining Scroll of Wind	Refining Scroll of Wind
1367	1	Sell Board 01	Sell Board 01	Sell Board 01	Sell Board 01
1368	1	Sell Board 02	Sell Board 02	Sell Board 02	Sell Board 02
1369	1	Sell Board 03	Sell Board 03	Sell Board 03	Sell Board 03
1370	1	Chinese Mask	Chinese Mask	Chinese Mask	Chinese Mask
1371	1	Red Fan	Red Fan	Red Fan	Red Fan
1372	0	Red Envelope	Red Envelope	Red Envelope	Red Envelope
1373	1	Cape of China Dragon	Cape of China Dragon	Cape of China Dragon	Cape of China Dragon
1374	1	Cape of White Dragon	Cape of White Dragon	Cape of White Dragon	Cape of White Dragon
1375	1	Wing of China Dragon	Wing of China Dragon	Wing of China Dragon	Wing of China Dragon
1376	1	Wing of White Dragon	Wing of White Dragon	Wing of White Dragon	Wing of White Dragon
1377	1	Chipao Shirt (Male)	Chipao Shirt (Male)	Chipao Shirt (Male)	Chipao Shirt (Male)
1378	1	Chipao Pants (Male)	Chipao Pants (Male)	Chipao Pants (Male)	Chipao Pants (Male)
1379	1	kungfu Shirts (Male)	kungfu Shirts (Male)	kungfu Shirts (Male)	kungfu Shirts (Male)
1380	1	Kungfu Pants (Male)	Kungfu Pants (Male)	Kungfu Pants (Male)	Kungfu Pants (Male)
1381	1	China Dress Shirt(Female)	China Dress Shirt(Female)	China Dress Shirt(Female)	China Dress Shirt(Female)
1382	1	China Dress Pants(Female)	China Dress Pants(Female)	China Dress Pants(Female)	China Dress Pants(Female)
1383	1	kungfu Shirts(Female)	kungfu Shirts(Female)	kungfu Shirts(Female)	kungfu Shirts(Female)
1384	1	Kungfu Pants(Female)	Kungfu Pants(Female)	Kungfu Pants(Female)	Kungfu Pants(Female)
1385	1	Gold Chocolate	Gold Chocolate	Gold Chocolate	Gold Chocolate
1386	1	Cat Ear Band (Black)	Cat Ear Band (Black)	Cat Ear Band (Black)	Cat Ear Band (Black)
1387	1	Cat Ear Band (White)	Cat Ear Band (White)	Cat Ear Band (White)	Cat Ear Band (White)
1388	1	Formal Suit Shirts	Formal Suit Shirts	Formal Suit Shirts	Formal Suit Shirts
1389	1	Formal Suit Pants	Formal Suit Pants	Formal Suit Pants	Formal Suit Pants
1390	1	Silver LuckBag	Silver LuckBag	Silver LuckBag	Silver LuckBag
1391	1	Gold LuckBag	Gold LuckBag	Gold LuckBag	Gold LuckBag
1392	1	Amuleto de Vida	Amuleto de Vida	Amuleto de Vida	Amuleto de Vida
1393	1	Anel of Life	Anel of Life	Anel of Life	Anel of Life
1394	1	Life Bracelet	Life Bracelet	Life Bracelet	Life Bracelet
1395	1	Doom Necklace (Quest)	Doom Necklace (Quest)	Doom Necklace (Quest)	Doom Necklace (Quest)
1396	1	Anel of Destruction (Quest)	Anel of Destruction (Quest)	Anel of Destruction (Quest)	Anel of Destruction (Quest)
1397	1	Doom Bracelet (Quest)	Doom Bracelet (Quest)	Doom Bracelet (Quest)	Doom Bracelet (Quest)
1398	1	Correspondent Trademark	Correspondent Trademark	Correspondent Trademark	Correspondent Trademark
1399	1	Amuleto do Heroi	Amuleto do Heroi	Amuleto do Heroi	Amuletoodo Heroi
1400	1	Pink Nurse Cap	Pink Nurse Cap	Pink Nurse Cap	Pink Nurse Cap
1401	1	Pink Nurse Shirt	Pink Nurse Shirt	Pink Nurse Shirt	Pink Nurse Shirt
1402	1	Pink Nurse Skirt	Pink Nurse Skirt	Pink Nurse Skirt	Pink Nurse Skirt
1403	1	Skill Scroll (Level 1)	Skill Scroll (Level 1)	Skill Scroll (Level 1)	Skill Scroll (Level 1)
1404	1	Skill Scroll (Level 2)	Skill Scroll (Level 2)	Skill Scroll (Level 2)	Skill Scroll (Level 2)
1405	1	Skill Scroll (Level 3)	Skill Scroll (Level 3)	Skill Scroll (Level 3)	Skill Scroll (Level 3)
1406	1	Skill Scroll (Level 4)	Skill Scroll (Level 4)	Skill Scroll (Level 4)	Skill Scroll (Level 4)
1407	1	Skill Scroll (Level 5)	Skill Scroll (Level 5)	Skill Scroll (Level 5)	Skill Scroll (Level 5)
1408	1	Adult Necklace	Adult Necklace	Adult Necklace	Adult Necklace
1409	1	Afro Hair	Afro Hair	Afro Hair	Afro Hair
1410	1	Flag (Coolrain)	Flag (Coolrain)	Flag (Coolrain)	Flag (Coolrain)
1411	1	Flag (Hawk)	Flag (Hawk)	Flag (Hawk)	Flag (Hawk)
1412	1	Flag (Shiver)	Flag (Shiver)	Flag (Shiver)	Flag (Shiver)
1413	1	White Knight Helmet	White Knight Helmet	White Knight Helmet	White Knight Helmet
1414	1	White Knight Armor	White Knight Armor	White Knight Armor	White Knight Armor
1415	1	White Knight Pants	White Knight Pants	White Knight Pants	White Knight Pants
1416	1	White Knight Boots	White Knight Boots	White Knight Boots	White Knight Boots
1417	1	Vulkan Anel	Vulkan Anel	Vulkan Anel	Vulkan Anel
1418	1	Korea Soccer Uniform	Korea Soccer Uniform	Korea Soccer Uniform	Korea Soccer Uniform
1419	1	Korea Soccer Pants	Korea Soccer Pants	Korea Soccer Pants	Korea Soccer Pants
1420	1	German Soccer Uniform	German Soccer Uniform	German Soccer Uniform	German Soccer Uniform
1421	1	German Soccer Pants	German Soccer Pants	German Soccer Pants	German Soccer Pants
1422	1	Japan Soccer Uniform	Japan Soccer Uniform	Japan Soccer Uniform	Japan Soccer Uniform
1423	1	Japan Soccer Pants	Japan Soccer Pants	Japan Soccer Pants	Japan Soccer Pants
1424	1	Brazil Soccer Uniform	Brazil Soccer Uniform	Brazil Soccer Uniform	Brazil Soccer Uniform
1425	1	Brazil Soccer Pants	Brazil Soccer Pants	Brazil Soccer Pants	Brazil Soccer Pants
1426	1	Cheer Shirt	Cheer Shirt	Cheer Shirt	Cheer Shirt
1427	1	Cheer Pant	Cheer Pant	Cheer Pant	Cheer Pant
1428	1	Cheer Head band	Cheer Head band	Cheer Head band	Cheer Head band
1429	1	Football	Football	Football	Football
1430	1	Super Chaosball (Def)	Super Chaosball (Def)	Super Chaosball (Def)	Super Chaosball (Def)
1431	1	Super Chaosball (Atk)	Super Chaosball (Atk)	Super Chaosball (Atk)	Super Chaosball (Atk)
1432	1	Super Chaosball (Exp)	Super Chaosball (Exp)	Super Chaosball (Exp)	Super Chaosball (Exp)
1433	1	Super Chaosball (Lime)	Super Chaosball (Lime)	Super Chaosball (Lime)	Super Chaosball (Lime)
1434	1	Super Chaosball 2 (Def)	Super Chaosball 2 (Def)	Super Chaosball 2 (Def)	Super Chaosball 2 (Def)
1435	1	Super Chaosball 2 (Atk)	Super Chaosball 2 (Atk)	Super Chaosball 2 (Atk)	Super Chaosball 2 (Atk)
1436	1	Super Chaosball 2 (Exp)	Super Chaosball 2 (Exp)	Super Chaosball 2 (Exp)	Super Chaosball 2 (Exp)
1437	1	Super Chaosball 2 (Lime)	Super Chaosball 2 (Lime)	Super Chaosball 2 (Lime)	Super Chaosball 2 (Lime)
1438	1	Super Chaosball 3 (Def)	Super Chaosball 3 (Def)	Super Chaosball 3 (Def)	Super Chaosball 3 (Def)
1439	1	Super Chaosball 3 (Atk)	Super Chaosball 3 (Atk)	Super Chaosball 3 (Atk)	Super Chaosball 3 (Atk)
1440	1	Super Chaosball 3 (Exp)	Super Chaosball 3 (Exp)	Super Chaosball 3 (Exp)	Super Chaosball 3 (Exp)
1441	1	Super Chaosball 3 (Lime)	Super Chaosball 3 (Lime)	Super Chaosball 3 (Lime)	Super Chaosball 3 (Lime)
1442	1	Basic Foot (O)	Basic Foot (O)	Basic Foot (O)	Basic Foot (O)
1443	1	Basic Head (O)	Basic Head (O)	Basic Head (O)	Basic Head (O)
1444	1	Basic Body (O)	Basic Body (O)	Basic Body (O)	Basic Body (O)
1445	1	Basic Wing (O)	Basic Wing (O)	Basic Wing (O)	Basic Wing (O)
1446	1	Basic Tail (O)	Basic Tail (O)	Basic Tail (O)	Basic Tail (O)
1447	1	Basic Horn (D)	Basic Horn (D)	Basic Horn (D)	Basic Horn (D)
1448	1	Yellow Foot (O)	Yellow Foot (O)	Yellow Foot (O)	Yellow Foot (O)
1449	1	Yellow Head (O)	Yellow Head (O)	Yellow Head (O)	Yellow Head (O)
1450	1	Yellow Body (O)	Yellow Body (O)	Yellow Body (O)	Yellow Body (O)
1451	1	Yellow Wing (O)	Yellow Wing (O)	Yellow Wing (O)	Yellow Wing (O)
1452	1	Yellow Tail (O)	Yellow Tail (O)	Yellow Tail (O)	Yellow Tail (O)
1453	1	Yellow Horn (O)	Yellow Horn (O)	Yellow Horn (O)	Yellow Horn (O)
1454	1	DragonBall	DragonBall	DragonBall	DragonBall
1455	1	Basic Foor (D)	Basic Foor (D)	Basic Foor (D)	Basic Foor (D)
1456	1	Basic Head (D)	Basic Head (D)	Basic Head (D)	Basic Head (D)
1457	1	Basic Body (D)	Basic Body (D)	Basic Body (D)	Basic Body (D)
1458	1	Basic Wing (D)	Basic Wing (D)	Basic Wing (D)	Basic Wing (D)
1459	1	Basic Tail (D)	Basic Tail (D)	Basic Tail (D)	Basic Tail (D)
1460	1	Basic Horn (D)	Basic Horn (D)	Basic Horn (D)	Basic Horn (D)
1461	1	Green Foot (D)	Green Foot (D)	Green Foot (D)	Green Foot (D)
1462	1	Green Head (D)	Green Head (D)	Green Head (D)	Green Head (D)
1463	1	Green Body (D)	Green Body (D)	Green Body (D)	Green Body (D)
1464	1	Green Wing (D)	Green Wing (D)	Green Wing (D)	Green Wing (D)
1465	1	Green Tail (D)	Green Tail (D)	Green Tail (D)	Green Tail (D)
1466	1	Green Horn (D)	Green Horn (D)	Green Horn (D)	Green Horn (D)
1467	0	Jasmine Flower	Jasmine Flower	Jasmine Flower	Jasmine Flower
1468	1	Red Gift Box	Red Gift Box	Red Gift Box	Red Gift Box
1469	1	Double Exp (10)	Double Exp (10)	Double Exp (10)	Double Exp (10)
1470	1	Dmitrons Pass	Dmitrons Pass	Dmitrons Pass	Dmitrons Pass
1471	1	Golden Hammer	Golden Hammer	Golden Hammer	Golden Hammer
1472	1	Triple Exp (1H)	Triple Exp (1H)	Triple Exp (1H)	Triple Exp (1H)
1473	1	Triple Exp (3H)	Triple Exp (3H)	Triple Exp (3H)	Triple Exp (3H)
1474	1	Incubation Boost(Green)	Incubation Boost(Green)	Incubation Boost(Green)	Incubation Boost(Green)
1475	1	Incubation Boost(Orange)	Incubation Boost(Orange)	Incubation Boost(Orange)	Incubation Boost(Orange)
1476	1	Incubation Boost(Violet)	Incubation Boost(Violet)	Incubation Boost(Violet)	Incubation Boost(Violet)
1477	1	Pet Exp Boost(Small)	Pet Exp Boost(Small)	Pet Exp Boost(Small)	Pet Exp Boost(Small)
1478	1	Pet Exp Boost(Middle)	Pet Exp Boost(Middle)	Pet Exp Boost(Middle)	Pet Exp Boost(Middle)
1479	1	Pet Exp Boost(Large)	Pet Exp Boost(Large)	Pet Exp Boost(Large)	Pet Exp Boost(Large)
1480	1	Special Pet Exp Boost	Special Pet Exp Boost	Special Pet Exp Boost	Special Pet Exp Boost
1481	1	Pet Power Attack Boost	Pet Power Attack Boost	Pet Power Attack Boost	Pet Power Attack Boost
1482	1	Pet Hyper Attack Boost	Pet Hyper Attack Boost	Pet Hyper Attack Boost	Pet Hyper Attack Boost
1483	1	Pet Power Defense Boost	Pet Power Defense Boost	Pet Power Defense Boost	Pet Power Defense Boost
1484	1	Pet Hyper Defense Boost	Pet Hyper Defense Boost	Pet Hyper Defense Boost	Pet Hyper Defense Boost
1485	1	Tear of Daiore	Tear of Daiore	Tear of Daiore	Tear of Daiore
1486	1	Travel Letter	Travel Letter	Travel Letter	Travel Letter
1487	1	Acquaint Certificate	Acquaint Certificate	Acquaint Certificate	Acquaint Certificate
1488	1	Friendship Certificate	Friendship Certificate	Friendship Certificate	Friendship Certificate
1489	1	B-I-A Certificate	B-I-A Certificate	B-I-A Certificate	B-I-A Certificate
1490	1	Dekarans Key	Dekarans Key	Dekarans Key	Dekarans Key
1491	1	Instant Middle Heal Pack	Instant Middle Heal Pack	Instant Middle Heal Pack	Instant Middle Heal Pack
1492	1	Instant Middle Mana Pack	Instant Middle Mana Pack	Instant Middle Mana Pack	Instant Middle Mana Pack
1493	1	Instant Middle Electric Pack	Instant Middle Electric Pack	Instant Middle Electric Pack	Instant Middle Electric Pack
1494	1	Instant Middle Stamina Pack	Instant Middle Stamina Pack	Instant Middle Stamina Pack	Instant Middle Stamina Pack
1495	1	Mikan	Mikan	Mikan	Mikan
1496	1	Kagamimochi	Kagamimochi	Kagamimochi	Kagamimochi
1497	1	Red Santa Skirt	Red Santa Skirt	Red Santa Skirt	Red Santa Skirt
1498	1	Red Santa Boots	Red Santa Boots	Red Santa Boots	Red Santa Boots
1499	1	Red Santa Costume	Red Santa Costume	Red Santa Costume	Red Santa Costume
1500	1	Christmas Bell	Christmas Bell	Christmas Bell	Christmas Bell
1501	1	Rudolph Helmet	Rudolph Helmet	Rudolph Helmet	Rudolph Helmet
1502	1	Rudolph Wear	Rudolph Wear	Rudolph Wear	Rudolph Wear
1503	1	Rudolph Pants	Rudolph Pants	Rudolph Pants	Rudolph Pants
1504	1	2000 Day Event Pendant	2000 Day Event Pendant	2000 Day Event Pendant	2000 Day Event Pendant
1505	1	Loaf Sugar	Loaf Sugar	Loaf Sugar	Loaf Sugar
1506	1	Redistribution (Event)	Redistribution (Event)	Redistribution (Event)	Redistribution (Event)
1507	1	Event Item (2)	Event Item (2)	Event Item (2)	Event Item (2)
1508	1	Event Item (O)	Event Item (O)	Event Item (O)	Event Item (O)
1509	1	White Knight Cloak	White Knight Cloak	White Knight Cloak	White Knight Cloak
1510	1	Red Chocolate	Red Chocolate	Red Chocolate	Red Chocolate
1511	1	Pink Chocolate	Pink Chocolate	Pink Chocolate	Pink Chocolate
1512	1	Valentine Chocolate	Valentine Chocolate	Valentine Chocolate	Valentine Chocolate
1513	1	Passion Chocolate	Passion Chocolate	Passion Chocolate	Passion Chocolate
1514	1	LoveLove Rod	LoveLove Rod	LoveLove Rod	LoveLove Rod
1515	1	Heart Rod	Heart Rod	Heart Rod	Heart Rod
1516	1	Thunder Drum	Thunder Drum	Thunder Drum	Thunder Drum
1517	1	Love Heart Rod	Love Heart Rod	Love Heart Rod	Love Heart Rod
1518	1	Yakgwa	Yakgwa	Yakgwa	Yakgwa
1519	1	Special Double Experience (10min)	Special Double Experience (10min)	Special Double Experience (10min)	Special Double Experience (10min)
1520	1	Gold pendant	Gold pendant	Gold pendant	Gold pendant
1521	1	Golden Piggy	Golden Piggy	Golden Piggy	Golden Piggy
1522	1	Pink Piggy	Pink Piggy	Pink Piggy	Pink Piggy
1523	1	Black Piggy	Black Piggy	Black Piggy	Black Piggy
1524	1	White Piggy	White Piggy	White Piggy	White Piggy
1525	1	Lucky Medal	Lucky Medal	Lucky Medal	Lucky Medal
1526	1	Lucky Medal	Lucky Medal	Lucky Medal	Lucky Medal
