ID	KOREA	JAPAN	ENGLISH	THAI
879	Invalid amount. Please re-enter.	??????????????????????	Invalid amount. Please re-enter.	??????????????? ????????????????????????????????
880	Not enough money. Pleaser re-enter	???????????????????	Not enough money. Pleaser re-enter	?????????lime?????????? ?????????????????????
881	Please enter amount to deposit	???????????????	Please enter amount to deposit	???????????????????????????
882	Please enter amount deposit	???????????????	Please enter amount deposit	???????????????????????????
883	the Republic of Korea	????????	the Republic of Korea	???????????????
884	hand	????	hand	???
885	greetings	??	greetings	??????
886	kiss	?????	kiss	???
887	bow	???	bow	?????
888	gentleman's greeting	?????	gentleman's greeting	??????????????????
889	forgiveness	????	forgiveness	?????
890	disco	???	disco	??????
891	jump	????	jump	??????
892	applaud	??	applaud	??????
893	joy	?????	joy	?????????
894	smiling	??	smiling	????
895	a somersault	????	a somersault	a somersault
896	cheek	??	cheek	????
897	a kick	?????	a kick	???
898	sticking your tongue out	????	sticking your tongue out	???????
899	surprising from the behind	?????	surprising from the behind	???????????????????
900	head	??????	head	???
901	crying	??	crying	???????
902	stretching	???	stretching	??????
903	sneeze	????	sneeze	???
904	me	?????	me	???
905	wolf	???	wolf	??????
906	o.k.	??	o.k.	????
907	bear	???	bear	???
908	over there	???	over there	???????
909	sit	??	sit	????
910	please check your lime or items	???????????????????	please check your lime or items	???????????????? lime ??????????
911	all item options will be disappeared after item exchange.	???????????????????????	all item options will be disappeared after item exchange.	Option ????????????????????????????????????????
912	team battle combat	???????	team battle combat	Team battle combat
913	survival battle	??????	survival battle	Survival battle
914	monster survival	??????????	monster survival	Monster survival
915	general chatting room	?????????	general chatting room	General chatting room
916	death match	?????	death match	Death match
917	matrix room	?????_???	matrix room	Matrix room
918	the white-horn crystal has been moved to the center of the castle	?????????????????????????	the white-horn crystal has been moved to the center of the castle	Crystal ??????????????????????
919	The northern outer castle flag has been moved to its Default location.	???????????????????	The northern outer castle flag has been moved to its Default location.	???????????????????????????????
920	The eastern outer castle flag has been moved to its Default location.	???????????????????	The eastern outer castle flag has been moved to its Default location.	??????????????????????????????????
921	The western outer castle flag has been moved to its Default location.	???????????????????	The western outer castle flag has been moved to its Default location.	?????????????????????????????????
922	The southern outer castle flag has been moved to its Default location.	???????????????????	The southern outer castle flag has been moved to its Default location.	?????????????????????????????
923	Enjoy playing BiosFear~	???????????????????	Enjoy playing BiosFear~	??????????????????? Laghaim Thailand
924	Improper names will be deleted without any notice.(bad, immoral, insulting names)	??????????????????	Improper names will be deleted without any notice.(bad, immoral, insulting names)	??????????????? ?????????????? ??????????????????????????????????
925	There is no character newly made on the former server.	????????????????????	There is no character newly made on the former server.	?????????????? Server ?????
926	Only the characters who applied for the contest can get online.	????????????????????	Only the characters who applied for the contest can get online.	????????????????????????????????????????????????????????
927	team battle	??????	team battle	Team Battle
928	survival	?????	survival	Survival
932	You can not create a character on the matrix server.	??????????????????????????	You can not create a character on the matrix server.	??????????????????????????? ???????????
933	You can not create a character on the game contest server.	??????????????????????????	You can not create a character on the game contest server.	??????????????????????????? Game contest ???
934	You can not delete a character on the matrix server.	??????????????????????????	You can not delete a character on the matrix server.	???????????????????????? ???????????
935	You can not delete a character on the game contest server.	??????????????????????????	You can not delete a character on the game contest server.	???????????????????????? Game contest ???
943	It is a SLAYER. Do you really wish to give it away?	????????????????????	It is a SLAYER. Do you really wish to give it away?	?????? Slayer ?????????????????????????
944	It is a CHAKRAM. Do you really wish to give it away?	????????????????????	It is a CHAKRAM. Do you really wish to give it away?	?????? Chakuram ?????????????????????????
945	It is a Book of Magics. Do you really wish to give it away?	??????????????????	It is a Book of Magics. Do you really wish to give it away?	?????? Magic Book ?????????????????????????
946	It is a Magic Wand. Do you really wish to give it away?	?????????????????	It is a Magic Wand. Do you really wish to give it away?	?????? Wand ?????????????????????????
947	It is a Small Equipment. Do you really wish to give it away?	???????????????????	It is a Small Equipment. Do you really wish to give it away?	?????? Small Equipment ?????????????????????????
948	It is a Large Equipment. Do you really wish to give it away?	??????????????????	It is a Large Equipment. Do you really wish to give it away?	?????? Large Equipment ?????????????????????????
949	Experience Aumenta.	???????	Experience Aumenta.	??????????????????????
950	This is a storage fee required Warehouse.	??????????????????	This is a storage fee required Warehouse.	?????????????????????????????????????
951	CRYSTAL of DECARDI is moved to the center of the Castle.	???????????????????????	CRYSTAL of DECARDI is moved to the center of the Castle.	Crystal ???? DECARDI ??????????????????????
952	The item has been disappeared.	???????????	The item has been disappeared.	???????????????
953	The item may disappeare if you fail. Do you really wish to continue?	????????????????????????????	The item may disappeare if you fail. Do you really wish to continue?	??????????????????????? ??????????????????????????????
954	The Revolt of MOBs	??	The Revolt of MOBs	The Revolt of MOBs
955	Taxa de evasao diminui %d%% contra o inimigo	???????? %d%%	Taxa de evasao dominui %d%% contra o inimigo	??????????????????????????? %d%%
956	No gift to be given.	????????????????	No gift to be given.	?????????????????
957	Applying for guild hunting has been completed	????????????????????	Applying for guild hunting has been completed	???????????????? Guild ????????????????
958	Cancellation of guid hunting has been completed	???????????????????????	Cancellation of guid hunting has been completed	????????? Guild ????????????????????
959	Item to add HP power option to evolution bracelet	?????????????????????????????	Item to add HP power option to evolution bracelet	???????????????????? Evolution Bracelet
960	Item to add magic power option to evolution bracelet 	????????????????????????????	Item to add magic power option to evolution bracelet 	??????????????????????? Evolution Bracelet
961	Item to add electrocity power option to evolution bracelet	???????????????????????????????	Item to add electrocity power option to evolution bracelet	???????????????????? Evolution Bracelet
962	Item to add Stamina option to evolution bracelet	??????????????????????????????	Item to add Stamina option to evolution bracelet	???????????????????????????? Evolution Bracelet
963	Item to add reflection Dano option to evolution bracelet	????????????????????????????????	Item to add reflection Dano option to evolution bracelet	?????????????????????????????????? Evolution Bracelet
964	Item to add absorption option to evolution bracelet	????????????????????????????	Item to add absorption option to evolution bracelet	???????????????????? Evolution Bracelet
965	Item to add whole resistance option to evolution bracelet	???????????????????????????????	Item to add whole resistance option to evolution bracelet	??????????????????????????? Evolution Bracelet
966	Item to add confusion option to evolution bracelet	????????????????????????????	Item to add confusion option to evolution bracelet	????? Confusion ?????? Evolution Bracelet
967	Item to add the option of magic Defence option to evolution bracelet	???????????????????????????????	Item to add the option of magic Defence option to evolution bracelet	????????????????????????????????? Evolution Bracelet
968	Item to add the option of Taxa de recuperacao to evolution bracelet	?????????????????????????????	Item to add the option of Taxa de recuperacao to evolution bracelet	????????????????????? Evolution Bracelet
969	HP Aumenta by %d%%	??? %d%% ??	HP Aumenta by %d%%	HP Aumenta by %d%%
970	Magic power Aumenta by %d%%	?? %d%% ??	Magic power Aumenta by %d%%	Magic power Aumenta by %d%%
971	Electrocity power Aumenta by %d%%	????? %d%% ??	Electrocity power Aumenta by %d%%	Electrocity power Aumenta by %d%%
972	Stamina Aumenta %d%%	???? %d%% ??	Stamina Aumenta %d%%	Stamina Aumenta %d%%
973	Reflection Dano Aumenta by %d%%	?????? %d%%	Reflection Dano Aumenta by %d%%	Reflection Dano Aumenta by %d%%
974	Confusion rate of monster Aumenta by %d%%	??????????%d%% ??	Confusion rate of monster Aumenta by %d%%	Confusion rate of monster Aumenta by %d%%
975	Taxa de recuperacao Aumenta %d%%	????? %d%% ??	Taxa de recuperacao Aumenta %d%%	Taxa de recuperacao Aumenta %d%%
976	Cancellation has been completed	???????	Cancellation has been completed	??????????????????
977	Application has been completed	????	Application has been completed	?????????????????
978	You are not authorized.	?????????	You are not authorized.	?????????????
979	You don¡?t have enough lime	??????????	You don¡?t have enough lime	?????? lime ??????????
980	Application information is not correct	??????????	Application information is not correct	????????????????????????
981	It is possible only once a day for a guild.	???????1??1????????	It is possible only once a day for a guild.	????? 1 Guild ????????
982	exceeded the fixed number of people	???????????????	exceeded the fixed number of people	?????????????????????
983	It is out of application time period	???????????	It is out of application time period	???????????????????????????
984	It is unsettled	??	It is unsettled	????????????
985	Booking is in progress	???	Booking is in progress	?????????????
986	Booking has been completed	????	Booking has been completed	????????????????
987	In the middle of match	???	In the middle of match	???????????????????????
988	It has been finished	????	It has been finished	?????????????
989	Access denied	???	Access denied	????????????????????
990	It is SLAYER. Do you really wish to sell it?	????????????????????	It is SLAYER. Do you really wish to sell it?	?????? Slayer ????????????????????????
991	It is CHAKRAM. Do you really wish to sell it?	????????????????????	It is CHAKRAM. Do you really wish to sell it?	?????? Chakuram ????????????????????????
992	It is Magic Book. Do you really wish to sell it?	??????????????????	It is Magic Book. Do you really wish to sell it?	?????? Magic Book ????????????????????????
993	It is Wand. Do you really wish to sell it?	?????????????????	It is Wand. Do you really wish to sell it?	?????? Wand ????????????????????????
994	It is Small Equipment. Do you really wish to sell it?	???????????????????	It is Small Equipment. Do you really wish to sell it?	?????? Small Equipment ????????????????????????
995	It is Large Equipment. Do you really wish to sell it?	??????????????????	It is Large Equipment. Do you really wish to sell it?	?????? Large Equipment ????????????????????????
996	It is Assistant Weapon. Do you really wish to sell it?	???????????????????	It is Assistant Weapon. Do you really wish to sell it?	?????? Secondary Weapon ????????????????????????
997	It is Assistant Weapon. Do you really wish to sell it?	???????????????????	It is Assistant Weapon. Do you really wish to sell it?	?????? Secondary Weapon ?????????????????????????
998	Total de pontos : %d	?????? : %d	Total de pontos : %d	?????????????? : %d
999	Pontos ja adquiridos : %d	?????? : %d	Pontos ja adquiridos : %d	????????? : %d
1000	Pontos restantes : %d	??????? : %d	Pontos restantes : %d	???????????? : %d
1001	Call demon using ruin barrier	?????????????????????	Call demon using ruin barrier	?????????????????? Ruin Barrier
1002	Laboratorio de Genus	??????????	Laboratorio de Genus	Laboratorio de Genus
1003	Attack type	???	Attack type	????????????
1004	Asistance type	???	Asistance type	Asistance type
1005	Applied target : %d	??????? : %d	Applied target : %d	?????????????? : %d
1006	Dano surrounding area with vibration 	???????????????	Dano surrounding area with vibration 	????????????????????????????????
1007	Recover vital power	??????????	Recover vital power	?????????? HP
1008	Affect with 10% possibility 3Lv chaos additional to Dano	????????10?????3Lv????????	Affect with 10% possibility 3Lv chaos additional to Dano	????????????????????? Chaos Nivel 3 ???? 10%
1009	Aumentad Evasion rate by %d%%	??? %d%% ??	Aumentad Evasion rate by %d%%	Aumentad Evasion rate by %d%%
1010	Reduce opponent's vital power %d%%.	??????%d%%??	Reduce opponent's vital power %d%%.	Reduce opponent's HP power %d%%.
1011	Application target +%d	??????? +%d	Application target +%d	Application target +%d
1012	Aumenta application range %d	?????? %d	Aumenta application range %d	Aumenta application range %d
1013	Extended time %d second	????????? %d ?	Extended time %d second	???????? %d ??????
1014	 %s %d Habilidade is required	%s %d ?????	 %s %d Habilidade is required	????????????? %s Nivel %d
1015	%s 0 condition	%s 0 ??	%s 0 condition	%s 0 ????????
